text,label
i agree with j_a_x on this one.,0
"if it is linux, then is there a reason a cron job would not work?",4
the mail app on the iphone?,0
"sorry, just realized you were talking specifically about using the word in the title, which does make things a little trickier-- you probably don't want your app to have a different name on both sides of the pond, although it wouldn't be unheard of.",1
thanks for your answer.,7
what browser do you use?,4
your wording of the directory structure is a little confusing.,0
did you checked the absolute path also (`realpath()`)?,4
"um, can we add a dali or miro img?",6
the result you're getting is odd.,0
"may i ask why you need to rebuilds to be identical, as opposed to just not rebuilding it if the code hasn't changed?",6
"by the way, i have an open cci request that i want a second opinion on - could you please help?",4
"hi, thanks for your help.",7
"if you have a chance, could you look this over?",4
"after you fix it, what happens when you say it comes back?",0
what exactly do you mean by platform ?,4
"this error implies something wrong with how the app itself is running, not with finding the template.",0
thanks.,7
"can we get this for our stack overflow profiles, please?",6
"just to be absolutely clear, and avoid anybody misinterpreting your remarks, could you say if you prefer version 1 or 2 of the lead?",4
i'm interested in why you reduced the columns from 5 to 2?,1
"drop me an email sometime, ok?",0
can you provide more detail on what isn't working for you?,3
"i will give you some ideas....tech, management, industry, computers, food, can you picture what i`m trying to say ?",3
great work you've been doing on this.,1
just got around to this on <url>.,1
oh i can explain how for you.,0
there hasn't been much progress made in the last three days.,1
"could you paste a sample of 10 rows, and the most common queries you're using?",3
what do you think?,4
in what encoding is it in?,3
"if optimise, what are your timings, and how much do you need to reduce it by?",4
hello im trying to make a task force for the empire of brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is.,6
"are you able to provide <url> that will help the content meet our ""<url>"" standard?",1
could you please check over the article of <url>.,3
would you mind rephrasing the text after the first code sample?,4
(rdb are not my strongest suit so forgive my ignorance) how can i normalize when there is only one table and no relationships?,3
have you tried enabling nszombies?,4
can you please specify the copyright holder on the page?,3
"""initrd requires at least one file system driver be compiled into the kernel""..",1
or possibly some stills?,4
"i know what it means for strings: `""a"" + ""b""` => `""ab""`, but what should the resulting object (person) look like?",4
"|style=""vertical-align: middle; padding: 3px;"" | i've started the badfinger wiki amd i need help.",1
"do you just perform the rename, and i then re-create the account to take it for myself?",4
or is it corrupted?,3
which other features would you like to see in the module?,4
perhaps [super user](http://superuser.com/) might be a better fit; or [doctype](http://doctype.com/)?,4
can you please pass the pilot whale article?,3
could you clarify what you mean by that term?,3
so your .click listener/handler is functioning correctly (you can do other things within it?),1
can you explain your answer please?,3
what do you think?,4
is there any other methods?,3
i don't suppose your copy of conway's says anything about the roles and fates of ''schleswig-holstein'' or ''schleisen''?,5
can you please try flushing your dns cache with this command dscacheutil -flushcache and restarting your browser.,3
hello again.,0
what do you call a keyword?,4
can you say which edit you have in mind?,3
would you accept now?,4
can you post this somewhere with a live url?,3
thank you very much for your answer.,7
what do you feel you need help with?,4
where do i need to define  ajaxbanner_timeout?,0
sir.. can i still write an article?,5
can i remove that status at this point though?,3
can you give a little more context?,3
i have an application.xml file but not sure how exactly how to use it.,3
"we go on, because it's all we can ever do, y'know?",6
"thanks for your prompt action at an/i and on behalf of nawlinwiki; as you gathered, i wasn't sure what to do but it's clear that you did.",7
what operating system?,0
perhaps include a drawing?,4
"can you clarify - do you have a time with timezone as input, and want time and different timezone as output?",4
how much batter do you use for each shell?,4
"well i'm sure you'll be able to find it at http://elections.uwa.edu.au/partysearch.lasso - my guess is that it could be the progress party, who ran in the 1977 wa hor election?",6
"sorry nevermind i found the option for it :) 

without having much knowledge of wordpress, do you know how i'd go about combining image map within the fancybox with some custom jquery to trigger events based on the area clicks?",4
can we get it for our version?,6
nikolay o. : thanks for your input.,7
i'm having trouble following your question.,0
"as for ""is it legal?",3
"thanks for your help on this, it's much appreciated.",7
"well, solution non-withstanding, the news-story you linked to was great read.",1
perhaps word it differently?,4
per <url> we should summarize the article briefly in the lede.,6
do you have specific steps?,4
"what about installing ""tts service extended""?",1
can you help?,3
is it ''jibna baladi''?,3
mind to take a look and tell me if there's anything wrong with it?,4
"youssef, have you had a chance to try one of the suggested approaches/tools for text categorization?",4
can you help?,3
would this be at all useful?,3
"maybe they need to add some kind of searching ""engine"" or something... but where are they going to get one of those?",4
is this one of the core widgets?,3
i edited it :) hey are you personally good at image processing in matlab ?,0
could you take a look at this matter and proffer some advice?,3
has s/he been attempting to change your password too?,0
"i see that the template which listed the failed fa attempt on <url> was deleted from the talk page, and i wanted to ask if that is considered ok or not?",6
how exactly have you set its height?,4
thanks for the infomative reply -- i wasn't really questioning your putting the image in the infobox; appearance-wise i don't think it makes much difference.,7
but are you sure you want to use this ide?,1
"can you please make it clearer that you're suggesting two completely different solutions, and indicate what is needed to make them work?",3
thanks for the tip.,7
how can i implement a current source from a voltage source?,3
is there a way to recognise double/triple butted tubes on eg used frames?,3
"maybe change it to ""what tech purchase has best improved your life as a programmer"" or something?",4
"are you on a linux/unix machine, maybe using cygwin?",4
thanks!,7
"please explain science behind ""the darker the color of the metal of the muffin tin the more it will brown its contents"" in relation to being in a domestic oven?",3
thanks.,7
did you know that you use a queue for breadth first?,4
"yes, that's fine, especially with the smaller sections.",1
did you want to move the statements to the main text?,4
do you have any tips on the kathy dunderdale article to improve it?,4
would you like to move that to the support section?,4
"yes, my feeling is to err on the safe side here.",1
would you please tell your background if you are switching?,4
"may i ask, are you a video gamer?",6
can you post your .htaccess?,3
is it possible for you to upgrade?,3
did you get a chance to look at any server access logs from just after the last iisreset to the first incidence of the error?,5
i think we're not going to convince each other today.,6
can you check that?,3
you added the tag [approximation-hardness].,0
um... sorry... i mean... getting 100 results or 200 results from above search affects page rank or not?,3
you need to add more code then.,1
"is there a way to shrink the table, or another place in the article (like the footnotes section) where the image would work?",4
(i guess it has to do with the output buffering?),4
is it simply a matter of the degree of reflectivity?,3
"well, in that case we should simply point the shortcuts to where they originally pointed, which in most cases is unrelated to both vie and vine.",6
:)  got anything for <url> or <url>?,4
what is your boot priority in bios?,3
"do you just perform the rename, and i then re-create the account to take it for myself?",4
"can we modify its contents, while still providing an answer relative to the original **s**?",6
"hi, i see you were involved in creating the ship infobox.",0
for #5: does this mean that properties a and b are numeric/summable?,1
do you mind also explaining why bikes have this feature?,4
so there's no way to work this?,1
"please can you add more information as to what you want ""inner protected world"" to mean?",3
"yes, but not for long.",1
i'm not sure what you're asking.,3
"in which directory is `weatherscript.py` located, what is your `sys.path` (or at least the part of it that corresponds to `weatherdata/socket.py`)?",3
do you see a login prompt or any console messages?,4
maybe an array of hashes would be better suited for this task?,4
do you seriously want to have that argument?,4
can you please be more specific about your question?,3
did you get my email about admin nomination for you?,4
how could i have missed that?,4
what result are you seeing and what result would you expect?,4
this isn't really programmer-related?,1
"if that's the case, then, where do you suppose me too will end up?",4
"if there is another policy somewhere, could you show it to me?",4
good idea.... perhaps though you could also make a list of kings on that page?,4
did you connect in via an iboutlet in interface builder or create it programmatically?,4
do you have an idea of how long you want to contain a fire?,4
"does the two books you cited for the heavy belgian <url> losses have any info of how many gladiators the belgians lost, and perhaps what losses they incurred on the germans?",4
how do you load the php file?,4
"haven't i seen you on hockey articles, years ago?",1
have u resolved it?,0
"i want to implement the whole online banking stack, from front-end, middleware, and back-end.",0
can you please read the faq and then edit this question?,3
also what the file hierarchy look like for relevant files?,4
"+1 - very welcome update for an inspiring simple yet really entertaining game; given your new employment i've long expected this transition, free-time project or not ;) one question though: why do you have to 'add/enable' new sites?",4
maybe next time?,4
i could have a go.,4
:-)  so what do u feel hw should one get started with this ?,6
can you post a new code example to show the problem?,3
what do you think?,4
"thanks, i didn't notice the earlier discussion.",7
"unless you have only a few big groups, enumerating all of them will likely take way too long.",1
can you pivote them or should they conserve both proportion and orientation ?,3
did you resolve this?,4
"if so, can you give us an example of usage?",3
is it a disk space constraint?,3
"anyway, what do you think?",4
do you want to connect your wiki with other systems?,4
"if so, could you kindly point me towards your source?",4
what language would you like to know about?,4
"out of curiosity, is this just a logic puzzle, or is there a reason someone would need to avoid basic language constructs?",6
thanks for adding that ref to <url>.,7
do you think it is notable enough ?,4
why not just directly address any csrf vulnerabilities that your site has?,2
"a clarification: do you want generalisations in the sense that feasible solutions are matchings, but your objective function is different from the usual max-weight matchings (something like the case of stable marriages)?",4
"could it be because tumour-suppressors were discovered later, when mechanisms were better understood?",3
"hi mike, awadewit suggested you might be interested in a project we're running here at the british museum over the next week - <url>.",6
"hi, thanks for unprotecting the <url> article.",7
"anyhow, i agree with you that he'll be greatly missed - i sent him a message on nsf but i doubt if i'll get any reply - what are your thoughts on the matter?",0
"what does ""repair the sequence by replacing the repeated numbers"" mean?",1
how do you reference an image from css?,4
is it enough for the jam to reach 220?,3
or is it fine if the characters from the input set appear potentially at any place?,3
"nice.. you have almost give us enough details, last question.",0
i said that i would gladly help out if it was ok with you?,4
"i think the we've reached consensus in the fac for <url>, as every opposing reason has been resolved.",6
yes i can.,1
which one is better in your mind?,0
"""i'm not sure what the most efficient way of doing this is.""",3
maybe.. this belongs on cstheory.stackexchange.com?,4
i don't see you around much these days.,0
saw your note on herbythyme's pageu2014this is great!,1
"further, one may ask why there is no proto-tumour-suppressor.",1
"hi, i wanted to ask what do you follow to create redirects on this <url>?",6
try any help here is it an error?,3
"os x, linux or windows?",0
can you point me to a page where i can find this discussed?,3
"thank you, after some experimenting, this seems to be the way to go.",7
i'm afraid i don't know what you mean arcayne.,1
would you like all of the data?,4
"also, your diagram shows an unbalanced tree, may i assume this is what you intended?",3
would you mind unprotecting my user/talkpages please?,4
do you have any module that changes the menu?,4
did you have a more specific question or answer that you were looking for?,4
but where was the urgent reason not to follow it in any of the above cases?,1
or is there some spread that uses butter as a component that you're referring to?,3
i think your best option would be to redesign so that you don't have to do this.,4
i updated original question with persistentstorecoordinator method which i got from my appdelegate.m.,0
so it seems we both already know the problems with the current logo and the svg one.,6
"hi, i see you voted ""support"" but in the neutral section.",1
can you improve the formatting so that we can see what you are asking?,6
can you please help?,3
thank you for the response on my user page.,7
hi.,0
isn't it expertise to show that you know a cool website dedicated to latex templates?,1
"at first i couldn't see it, but now that i've taken a closer look i see what you mean.",4
how can i abort the statements from being executed from within the trigger?,3
it could simply be that the previous owner of your domain had questionable content.,4
"would you be able to contribute some thoughts as to where we might go on the topic of collaboration (i.e., tomorrow)?",6
i've responded to your comments - could you please take a look and let me know if you are content now?,4
has s/he been attempting to change your password too?,0
"<url> is restored- if it is mentioned in such <url>, could you please <url> them in the article?",4
could you please send me an example?,3
"here's my question, just to be clear, is it possible for the owner to release the picture under a lower resolution for wikipedia and at the same time retaining the ownership of the higher resolution version?",3
"and when you say ""page template"", you mean when you view a blog ""page"", like about us?",4
thank you for catching known for know.,7
"high performance mark, as far as i understand the pseudo code describes a path searching algorithm... so i'm trying to write a program that finds a hamiltonian path using the logic of the ""dna algorithm.""",1
"i would be willing to move this article to the incubator so that it can be worked on (i agree it wouldn't be an a7 today), though if it's to be made into a real article it needs to be done with someone with no conflict of interest regarding the subject, as creating articles for things you own is highly discouraged.",6
"please specify the platform you are compiling on, and also specify the command line options to the compiler that you're using.",3
your question is unclear - do you need help getting the urls into the database?,4
"writing your own utility to parse this would not take long at all, probably 15-20 minutes - is that an option?",4
"this could be the subject of another question, but what technique would you use to control the download sequesce by preserving the browser cache?",4
thanks for the poking tip!,7
have you found some research about propaganda films that you'd like to synthesize?,4
"then have you tried the ""file"" command on a file?",4
"would you know what the name of that command is, in tools -> options -> environment -> keyboard?",4
"could you keep an eye on the article for a day or two, just to make sure they stop reverting and start discussing?",3
"first things first, is there anything in particular you would like me to help you out with?",4
it doesn't increase exponentially (a^x); it increases quadratically (x^2).,1
from this end it looks like it might be working again.,4
would you be able to send me a message so that we can talk off wikipedia?,6
"so the airport is in one feature class, and the destination in another feature class?",1
"okay, i will be glad to help you here!",6
is it a bash shell script?,3
okay thanks i'll try it!,7
can you please provide the exact name?,3
if i undelete it to the incubator would you agree to let it go and leave it up to other users without a conflict of interest?,4
how do you do that?,4
perhaps next week (or you want this to be a lead-up story for earth day)?,4
what country are you in?,0
"hey nick, thanks for writing the book reviews!",7
"not exactly - i did some messing around and implemented a solution using nsmatrix, as per apple's (very old) core recipes code sample.",3
"forgive me if you've already done this, but...could you post a list of the listing codes (such as do, rn, etc.)",0
"thanks; what should i do next time to make it easier, quicker?",7
so each user books a cottage(s) 60 times a year?,1
do you mean that you just press the shutter button and then try to manually activate the flash in time to light the picture?,4
did you ever find a solution?,4
"have to ask, davey: why is the circus maximus article on your page called <url>?",0
yes this is the correct answer.,1
"thanks, was getting worried there for a moment.",7
"proposed edited title: ""does the 'cat' argument in query_posts fetch posts from subcategories as well as the given id?""",1
"hello, sorry i probably should have asked first, but i thought it might be a good idea to nominate one of the images you uploaded, <url>, for featured picture.",6
"if this site is available, can you please let me know the url?",3
thank you much!,7
micheal- thanks.could you please elaborate on how i could set this up?,7
"you are correct yi jiang, we are only using html for his web developer.",6
"could you do that, please?",3
"i'm curious, though, how can one drill all the way through 80"" of door in a straight line?",6
"thanks for reverting <url> - that was actually me, unlogged in.",7
can look at this report please <url> ?,3
"but the breakpoint doesn't affect anything unless the condition holds, so you can put your breakpoint anywhere (like the setter) and take it from there.",4
"martin: i think modification of boot.efi wont be so risky, i can simply time machine back to my old system if anything goes wrong, right?",4
are you sure we don't know anything else about these elements?,6
what have you tried?,4
"if i want to check your equation, where should i look?",4
:p,0
this has worked for me in the past.,0
+1 for python.,0
"soman, since you visited the swedish social democratic party site in may 2010, did you put the may 2010 ""(this article) may need to be rewritten entirely to comply with wikipedia's quality standards"" atomic bomb tag at the top of the article?",4
am i missing something here?,0
are the x/y coordinates actually reals or integers?,3
"can you please add a bit more info to the answer, explaining what the link is?",3
i'll give a 50/50 a try.,0
"could you please tell me why the kiwa page is giving warning about notability and citations, where as for example this one <url> is not?",3
"i put both in the first sentence, to show a range.",0
but maybe it's more fitting to make it a cw?,4
would you be interested in reviewing it?,4
"hi, thanks for the bounty.",7
what language/platform are you using for parsing?,0
"in the process, have i missed anything out?",4
"as for the previous edits, should i make a note on the user page that it's my account?",0
"hi friend, i've noticed you've made some good edits over at the article.",0
it might be useful to clarify the meaning of “good” in the title of the question.,4
great answer.,1
"for the purposes of a citation, what are the page numbers for the whole article?",1
"when we go to the american indian museum, they would like our real name ahead of time that way they can get us through security quickly.",6
"hey, can you please tell me if <url> has been fixed enough by being stub-ified?",4
can you respond to the comments i left on the s&m pr page please.,3
sorry if this is a stupid question.,1
"that sounds like a fair and neutral compromise, no?",4
can you provide more details?,3
"could you try sending something to me via wp, please?",3
my guess is a definite no?,0
"and the compilation has been performed without optimization, perhaps that is the reason?",4
have you turned up the compiler optimization?,4
"this might be a facebook issue, but it might also be an issue with how your code is prepping the image to be sent.",4
"so through your questions, grezly, i'm perceiving that i must somehow make the home page show up as a block with a ""teaser"" underneath on every page?",1
"could you check, please?",3
do you think it would be good to have a world map for <url>?,4
"i responded on the other board as well, but do you have any samples of a wrapper-based timer that i can use?",4
?,0
i wonder if your instance(s) of persist are in a local scope that gets destroyed upon exiting that scope.,4
sorry.,1
i'm working on improving the references on kulwicki's article to get more reliable ones.,0
two immediate thoughts (1) what about mapping the space based on probabilities (2) what would a scheme to try and identify the or incorrect answers look like?,4
*find a random element* sounds like picking a random element.,0
thank you for the tip javier.,7
is it a bluetooth keyboard?,3
"okay, so you just want to get a feel for what's out there, and know you want cck-like functionality.",6
"you can run a debugger with or without an ide, i'm sure he knows that though :) maybe he is asking about visual debuggers specificly?",4
"(files, total sloc)?",0
is it a copyright backlog for images?,3
do you mean margarine or other non-butter spreads?,4
have you tried debugging to see if the application goes into the controller?,4
"hi, nice article.",0
do you need me to restore it for you?,4
"is that intentional, or something we should fix with a page move?",6
are you setting the namespace mappings in there?,0
"hey, thanks for your contributions here :).",7
"currently, <url> is a subcategory of <url>.",0
"good point for the text, but can i also add the photos?",3
"if it's just a matter of a few specialised custom macros, then a bit of find-and-replace would suffice, no?",5
does view source give you the same code?,0
thanks for your reply.,7
**ps:** i'm interested in your motivation.,0
what is the context that `initialize` is called?,0
could you provide the code you use?,3
did you try the code example you included?,4
"christian, could you please provide a reference for the recipes that you have seen / tried?",4
"what formula did you attempt, and in what situations was it wrong?",4
"i'm not clear about this, if you're asking for a cryptographically secure random number generator - even with certain additional constraints - then that's easy, just tell us which platform/language you're on.",1
can you please describe your setup?,3
"or, do you have a list and you want to know if it has duplicates values?",4
"i'm sure there is a way to tackle this problem, but we'll need more information.",6
and is this going to be open sourced at all?,3
"nice work, that explains it quite clearly!",0
could you please do the math of whether it's useful or not?,3
thx,0
the glam wiki conference could do with being highlighed by a non us/uk hook?,4
still concentrating on the ui imair?,0
have you tried your example to see what happens?,4
"is possible for me to send you the data file, so you can see what i mean?",3
it appears that you deleted my comments and vote on <url>.,6
"do you feel the information is ""weak"" or is it just too complex?",4
sounds like a permissioning issue on the linux box.,1
thanks for putting the igneous rock template on all of those articles - it looks really useful!,7
the problem is that model is too large?,0
please?,3
i wonder if it should be migrated to cs theory (http://cstheory.stackexchange.com/) or programmers (http://programmers.stackexchange.com/) ?,4
why do you want to do this?,4
"in other words, why should standardized residuals be $d_i\sim n(0,1)$?",0
"if you have time, can you correct the titles?",3
"can you elaborate on this please, or refer me to a suitable link?",3
i suspect it is nonsense - but what are your thoughts on that folding option?,0
"are we talking about the chapter title that only appears once, such as ""1 introduction"" or do you want to know how to change your heading that appear on every page of the chapter?",6
no resize handles around the image when it is placed in the containment div and as soon as you click the image it jumps directly into the containment div - there is no smooth drag animation....?,1
or would that be too compact and not work for sound proofing?,4
would you like me to grant your account <url> to help you revert vandalism more easily?,4
"thank you for that, i was having a problem with diffs and the explanation didn't make sense to me.",7
discussion question... community wiki ?,0
ok if i re-revert?,6
thanks for the detailed reply.,7
perhaps that does the trick for you?,4
nice question!.,0
"should the ""accessdate"" for the articles you found (thanks for that!)",7
"i know that you know more about it than me, so maybe you could write a small passage about it in the ""media"" (can be renamed) and then i can reference it?",4
"are you looking to round to those specific 12 colors in google image search, or was that just an example of color rounding?",5
"not sure how much i believe that, but if you look at [some datasheets](http://www.diodes.com/datasheets/ds28002.pdf) all specified parameters are the same except vr and only two different capacitances (maybe they just make 1n4004 and 7's?)",4
"question, is it ''useful'' what i'm doing, adding the template even to what i know will be relative low importance articles?",3
thank you.,7
can you provide more information on which dish you are cooking where you want to replace the egg?,3
next time include a screenshot perhaps?,4
i've tried reading about them but most of the websites i've stumbled on don't really explain how one should actually use these.,6
"the problems seems to have calmed down at this point, is that correct?",0
"how are the arrays of characters ""combined"".",1
could you help please?,3
"hey dan, i see you around but we haven't talked in a bit.",6
perhaps including an example will help?,4
maybe your database creation method is wrong?,4
robertc - thanks for the reply.,7
"do you want the view to render the string ""1 image more than 1 image ... ""?",4
i'm afraid i don't know the reel - is it played in your part or the world?,4
can you provide an example of the finished product (showing intermediate steps)?,3
"thanks, i tried to do that but don't know how to do it?",7
user12739 give us more information please.,3
what does the label actually show?,3
save to text first and then use asymptote or convert unix command?,0
do other people have to tag their questions in regards to their current occupation on the project?,0
would you object to me inserting a new version based around the word 'notwithstanding'?,4
thanks.,7
i have a county map of the usa suitable for marking for travelling (i've done it for myself); would you like me to email this user a copy of the map?,4
"is it acceptable to call it like `f2(func, *args, **kwargs)`, which in your case would be `f2(f1, 2, 2)`?",4
"but the numbers don't work out - not in the list in the article, anyway.",1
thanks.,7
do you think it's looking good?,4
how can i add 1 sec (or more) of empty audio between this two files?,3
is it some sort of ui testing tool that may have a bug?,4
i see.,0
"if yes, do we have any function in matlab to compute it?",6
thanks for helping to source alternative names...helps quash everyone including his/her favorite.,7
what is it?,3
and in the light of the wikipedian conflict resolution process?,0
please edit your question and explain what isn't working.,3
please specify the environment/language in the question/tags.,3
great!,1
so what do you need help with ?,4
"hi pete- the user ""darmi"" on <url> says that footnotes are used on wikisource, and he has two pages to show for it.",1
do you need more time?,4
some otherwise useless kitchen gadgets might have other valid uses.,4
what an interesting idea.,0
what is this world coming to?,3
"ok, i've started the deletion debate at <url>.",6
"started, shall we post on the <url> page and ask for others to collaborate.",6
great question.,1
howdy mattisse.,0
"by ""downloading by code"" i meant downloading the picture bytes using a webservice and assigning it to the image element.",3
"hi, i was removed from the ""request for approval"" list at the vandalproof, and not put on either the ""approved"" or ""denied"" lists.",1
that works just fine when i try it.,0
"completely different approach - could you ocr the page, and see if it comes up with any characters?",4
so what is the final verdict?,1
edit: i note that your comment is rather old - did you resolve the issue?,4
"hi cmadler, i've written a new alt hook at the <person> that i think addresses your concerns.",4
sounds good then.,1
do you have any code we can look at?,6
thanks for the advice.,7
iphone/ipad or mac in general?,0
can you please be more specific?,3
okay thanks.,7
"any one have any suggested ""appliances"" that they like to use?",4
"check if a certificate is valid, or force `wget` to connect only if a certificate is valid?",0
what kind of os and compiler are you using?,4
in that case it might not be the answer then (hence the comment).,4
it could well be.,4
thanks for the update - where did you find out that the construction has changed?,7
thank you that clarifies matters.,7
"not really following what you need, are you looking for something like:

http://drupal.org/project/hierarchical_select?",1
is it possible to push back data set into vector of map?,3
"i don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?",4
could you please explain further?,3
"(also: sigoldberg1, can we have a link?)",6
can you show me how to do that?,3
now do you have any idea to solve discrepancy in <url> ?,4
charles: can you elaborate on the idea with the tagged pdfs?,3
"do you have any more info on the specific relationship, and also how they were related to <url> ?",4
yes i am planning to.,1
perhaps you could tell us why you think it's wrong as that might reveal what you left out in the question?,4
in what way does it fail?,0
thank you for correcting the error on my user page.,7
"and an ""intelligent crop"" is a 3rd.",1
"(off-topic:) nope, this is a case of while i was writing the first one (in php) i accidentally created the second one, and was curious as to see if there was anything different, considering this has to validate 3.5 million cards in the next month 8d.",4
"re your e-mail, there is info there which is not on my talk page.",0
"hi, i understand that the wp:coi rules would still apply, regardless of username.",0
"consider the general component diagram, not the instances one: should we draw two sockets (connection) from the philosopher to the dining room / fork interface or is one enough?",6
what have you tried?,4
is it possible that you're caching values that some code paths don't actually use?,3
good question.,1
"how many is ""several different""?",1
"how about this: ""probably a lot, i had better get started (pull out a pad and pencil) what will you be eating for dinner tonight?",4
"thanks for the pointer, but now i am not sure to understand your problem.",7
"so, australia, huh?",1
first thank you all for your answers second i cant understend jim why you think i try to make fun of you?,7
are you doing something like `get_simps(get_simps(20))`?,4
"please, may i give this 10 upvotes?",3
do you still need help or is this sorted?,4
or `http://example.com/test.htm#section1` ?,0
these clickable images are great!,1
"we could all use more, right?",6
care to specify what you're after?,0
do you have a typo in equation (1)?,4
did you have a question too?,4
thanks!,7
"what do you mean when you refer to ""if so, then why add all the weight of a rendering engine when you can do the same natively?""",4
"now, i wonder, who was the first most decorated pr soldier in ww ii?",4
"if you want to double-check, that would be great; i think it may take a little while for it to update the articles?",4
"does it work as i think: you append the databases, then use scan>check duplicates ?",4
just let you know?,1
"hi, congrats on your admin promotion, but in preparing the short note about it for ''the signpost'', i'm puzzled as to ""the backlog"", which appeared in your rfa text.",1
doing it under the guidance of the relevant <url> would be a good idea as the folks that are active in the project will be best placed to advise on which templates and styles fit in with the rest of the project.,1
"i have already made a program that scans the database, and can locate the unstubbed articles, so finding the untagged stubs is ok, and awb automatically adds the stub tag if the article is short, i just can't think how you could program it to automatically guess the type of stub, any ideas?",5
what do you think about the notability of this particular article?,4
"can you give me a link to follow, please?",3
marko: why do you think swing will be deprecated?,4
perhaps adding a <person> template would draw in more participants?,4
yea - i deleted my line numbers request comment when i read the log again - i was on completely the wrong track with that!,4
i was wondering if you could point me in the right direction for learning about building a wikipedia profile?,6
can you clarify?,3
"is it possible that the break point is in a non-executing code path (in an if/else block, etc)?",3
i solved the original question - but [it seems you did too](http://wordpress.stackexchange.com/questions/4782/overwriting-core-wordpress-functions-with-plugins)?,4
native?,0
is it just number of loads or urls or is there some callback info you want when the user is using your widget?,3
"or would you prefer me to add as a ""support""?",4
"your algorithm would presumably conclude that `{x,y,y,y,y}` and `{x,x,x,x,y}` are equal.",1
care to write that down in a form of an answer so i can upvote you?,0
"thank you, i was wondering what type of unit this was.",7
do you have any objection to me deleting the current text (except for the infobox which i will retain) and importing you text in its entirety?,4
or can you start from any point?,3
"this is all xs related, but maybe it will help point you or someone else to a pure perl answer?",4
"oh, okay.",0
"i appreciate your effort to seek consensus through a merge proposal before merging <url> to <url>, but as you are no doubt aware, no one participated in the discussion, meaning that while there was no articulated consensus against it, there was also no consensus for it.",0
it was nominated for speedy deletion because he wasn't notable.,0
would you like to be in on this?,4
hi again - it looks like the same user is editing out all the information about destiny being self-centred again.,0
i just can't see the code cuz its php =p must be some syntax or app setup on the facebook side perhaps?,5
were you able to see her win the race?,4
i'm not sure what your problem is here.,3
what are your thoughts?,0
"as it is, and taken wordly, the only answer is: ""of course, what else?""",1
i added a clarifying sentence to my user page <url>.,0
"so, cool down please, okay?",3
how did you resolved it?,4
can you please update your question with a screenshot?,3
"so, you essentially want to fetch most frequent words from the text.",1
what have you tried so far?,4
it's larger now than the sub-stub previously deleted.,0
is there a way of coding a space into the template itself?,3
would you be willing to do another pre-fac review of a different article for me?,4
"in general, what are your thoughts on using the gnis database for park coordinates/elevations as we convert to the geobox?",6
"by `in fact i already have!`, do you mean that you have switched to generics collections?",4
can you help?,3
what svg editor did you use?,4
"ok, i will create.",6
is it quick/easy to attach?,3
thanks for identifying it as self created.,7
"after rereading the second code fragment, i changed my assumption to o(n) * o(n-1) instead of o(n) * o(n+1) because the nested loop gets iterated one less time than the first loop, is this correct?",3
"if all the content is copied, what of value or interest is being created, exactly?",3
"just a suggestion though, have you thought of using flex rotate effects to do this?",5
"could you please give me a reference, that 95% should lie between -1.96;1.96 .",3
can you clarify the question a bit?,3
"could you please give a few more details, or explain what it is that isn't working for you?",3
thanks anon.,7
would you be able to coach me?,4
please clarify what you mean by 'sub-info'.,3
what exactly unbrekable space character means?,3
how did you declare 'path'?,4
you may want to comment on the a7 to ?2 graph with 4 lines.,4
"i don't know of a specific resource, but if you have specific questions i may be able to help a little.",1
discussion question... community wiki ?,0
"do you specifically want small numbers inside the big number, or just shading?",4
"hello erin, and welcome on _drupal answers_.",1
"also, the bits you commented out, which actually iterate over the linq query, what does that look like?",4
can you tell me what information would help you understand the game play?,4
"as a major contributor, would you mind indicating there that you agree with deleting the page?",4
do you think your question has not been answered adequately yet?,4
"could you create a new user, log into that account and perform the same test?",3
"since you gave its grade before, would you like to see it if it could be reassessed?",4
could you see my comments on <url>?,3
thanks for continuing to look over the article.,7
but why?,1
"have you used it before, and for what?",4
"no problem, but since i don't know anything about cold fusion, i've had to go by the description.",4
"can you check if there is any place that is doing a htmlencode() replacement on hlnonterminal.attributes[""onclick""]?",3
"if however, you want to avoid _exception logic_ it would be helpful to provide functions to help the consumers determine if they have sufficient access to data - though that sounds like more of a business logic issue, which is it that controls the access?",4
thank you!,7
"sorry if it seems like i'm bugging you about the above image - i'm trying to determine the copyright holder, which needs to be specified on the image page per <url>a.",1
and the problem with the former?,0
fatih you don't happen to have a demo/example project you could share?,4
could you have a look at them so i can get the ga closed in the next few days?,3
do they have to be executables?,0
could you clarify it more please?,3
would you mind asking at which sae gae seminar on what date it was taken?,4
i haven't used those features much yet; can you explain what effect you'd like them to have on your blog?,4
"back when the nirvana article was a cotw (in like september i think) i started working out a ""musical style"" section on a userpage, but never finished it.",1
"i have old code somewhere, untested for long time - want me to post it anyway?",4
maybe you'd be happier with a completely different programming language that has semantics for int/float expressions which are more to your taste ?,4
i asked some questions in the criteria for inclusion section on 20th dec but no-one has yet responded.,6
"are you looking only for a count, or are you interested in an algorithm that could also potentially print the permutations?",4
"looking at the citations, is there doubt in your mind that there was a deal, or at least that it has been widely suggested by reliable sources that there was a deal?",3
"not sure what you are referring to when you say you need an sql query builder for ""python"".",1
what do you think?,4
for which drupal version are you asking the question?,1
what do you think?,4
