,Unnamed: 0,Sentence,label,super_strategy_patricia,Yann,S_Strat_Yann,annotation_patricia,AA,Vote
2807,2807,What server OS (Windows/Linux/Mac) are you running?,0,0,,,,,
2808,2808,"If it is Linux, then is there a reason a cron job would not work?",d_12,4,,,,,
2809,2809,"Crap, I'm sorry, I didn't realize someone was working on it, and it's done now, sorry to get your hopes up.",d_16,6,,,,,
2810,2810,No dramas?,0,0,,,,,
2811,2811,"I'd love to help, but I'm not sure what you're asking me to look at, specifically.",d_11,3,,,,,
2812,2812,Is there a discussion ongoing that you can point to?,d_11,3,,,,,
2813,2813,Thanks for approving my request.,d_110,7,,,,,
2814,2814,Should I remove my request?,0,0,,,,,
2815,2815,"Sorry, I've moved a number of articles and thought I did it correctly.",d_06,1,,,,,
2816,2816,How is moving done properly without losing the edit history?,0,0,,,,,
2817,2817,"Another idea, looks like you are using `MBProgressHUD`, I guess your code is triggered from an animation callback, from memory, I think CoreData is not multi-threading safe.",d_12,4,,,,,
2818,2818,Try not to do this from `MBProgressHUD` or try using `performSelectorOnMainThread` maybe?,d_12,4,,,,,
2819,2819,Your code is missing the `find_current_round` subroutine.,0,0,,,,,
2820,2820,Could you post it as well?,d_11,3,,,,,
2821,2821,@Tsuyoshi - I have never ever heard 'of course' pronounced with /f/.,0,0,,,,,
2822,2822,Are you talking about 'off course'?,0,0,,,,,
2823,2823,"Suppose you have a 2 x 2 grid, and your array contains [0, 0] and [1, 1].",0,0,,,,,
2824,2824,What would the correct table output be?,d_12,4,,,,,
2825,2825,Thanks for the articles on South African cricket teams - I was planning to do them myself but I really appreciate that you've done them.,d_110,7,,,,,
2826,2826,"By the way, where did you find the information on what regions the teams represent?",d_12,4,,,,,
2827,2827,Why community wiki?,0,0,,,,,
2828,2828,Isn't it expertise to show that you know a cool website dedicated to latex templates?,d_07,1,,,,,
2829,2829,Do you mean the launcher?,d_12,4,,,,,
2830,2830,Could you please provide a screenshot?,d_11,3,,,,,
2831,2831,"I am really disappointed that common speech allows the use of `who` like that, and I think I am correct when I say that if the cashier had said ""Can I help whomever is next?""",d_12,4,,,,,
2832,2832,"you will hear snickering in  line and a subtle ""Why is she speaking like that?",d_12,4,,,,,
2833,2833,""".",0,0,,,,,
2834,2834,I use 11.04 and I still get the popup.,0,0,,,,,
2835,2835,"Could you include a screenshot, please?",d_11,3,,,,,
2836,2836,"If you prepare slightly smaller images, I'll insert them in your question.",0,0,,,,,
2837,2837,"Also, what's that thing with truncated titles in your screenshots?",0,0,,,,,
2838,2838,"I'm sorry, but I don't see what you're talking about.",d_16,6,,,,,
2839,2839,Could you be more specific?,d_11,3,,,,,
2840,2840,"@Zoozy: As Andrew asked, What led you to this problem?",0,0,,,,,
2841,2841,What are the practical uses of such a sequence?,0,0,,,,,
2842,2842,Why must you sell the studded tires?,0,0,,,,,
2843,2843,"Can't you just throw them in a closet during the summer, then remount them when winter rolls around?",d_07,1,,,,,
2844,2844,What type of device will be doing the dropping?,0,0,,,,,
2845,2845,"ASA, IPTables, WFP, ect?",0,0,,,,,
2846,2846,"""Too localized?""",d_07,1,,,,,
2847,2847,How does that apply to this question?,0,0,,,,,
2848,2848,I am happy to rewrite it but please explain to me how it is any different from the Warrior Lacrosse and STX pages?,d_11,3,,,,,
2849,2849,They don't have any links except to their own websites?,0,0,,,,,
2850,2850,@Shane I'm using Rscript.,0,0,,,,,
2851,2851,How are you loading your scripts?,0,0,,,,,
2852,2852,should the output rectangle have its sides parallel to the axes?,0,0,,,,,
2853,2853,ie.,0,0,,,,,
2854,2854,can the output rectangle also be rotated?,0,0,,,,,
2855,2855,"Any hints, ideas, clues.",0,0,,,,,
2856,2856,Why am I not able to install again to the real device ?,0,0,,,,,
2857,2857,When you say line do you mean character?,d_12,4,,,,,
2858,2858,For the given input what is your desired output?,d_11,3,,,,,
2859,2859,I wonder if it would ever be worth doing an article on G&S scholarship?,d_12,4,,,,,
2860,2860,"You know, cover the major discoveries, describe the evolution of the field... or is that too likely to hit problems?",d_12,4,,,,,
2861,2861,have you tried any other patchlevel of 1.8.7 ?,d_12,4,,,,,
2862,2862,ruby-1.8.7-p352 for example ?,0,0,,,,,
2863,2863,"I suppose you managed to connect your RMI registry and look up your remote object, right?",d_12,4,,,,,
2864,2864,Can you provide stacktrace (on client / server)?,d_11,3,,,,,
2865,2865,"Hello Sirmyles, I noticed a puzzling section on <url> that could only have been written by you (about the parallels with Shiite law).",d_12,4,,,,,
2866,2866,I would appreciate if you could identify a source that could possibly support this assertion?,d_12,4,,,,,
2867,2867,You beat me to the punch with the archaeological discovery.<url>.,0,0,,,,,
2868,2868,"I'm curious, do you know if any Scottish newspapers reported it?",d_12,4,,,,,
2869,2869,Could `curl` help with this?,0,0,,,,,
2870,2870,Any idea how?,0,0,,,,,
2871,2871,Welcome to WikiProject Austria.,0,0,,,,,
2872,2872,I'm wondering if you're willing to coordinate the project for a while?,0,0,,,,,
2873,2873,Thank You.,d_110,7,,,,,
2874,2874,"What is ""The Prince of Santorini"" anyway?",d_12,4,,,,,
2875,2875,Thanks for pointing out a problem with the image licensing ...,d_110,7,,,,,
2876,2876,"I must admit despite being a seasoned contributor I find this image licensing stuff pretty confusing and hard to get right .. are there recommended examples of standard things like book covers, album covers, paintings etc?",d_12,4,,,,,
2877,2877,"Have I done the Jonah cover ok now, or not?",0,0,,,,,
2878,2878,A very good explanation.,0,0,,,,,
2879,2879,Thanks.,d_110,7,,,,,
2880,2880,Which 'degrees' are those?,0,0,,,,,
2881,2881,Fahrenheit or Celcius?,0,0,,,,,
2882,2882,"And an ""intelligent crop"" is a 3rd.",d_07,1,,,,,
2883,2883,"Note though that the aspect ratios are different in the example (0.96 vs 1.1) so perhaps Andre means resizing first, then cropping to match aspect ratio?",d_12,4,,,,,
2884,2884,i-o inversion is not equivalent if they assume an external magnetic field to be present.,d_06,1,,,,,
2885,2885,Is that the case?,0,0,,,,,
2886,2886,@user052211 Glad to hear you got it sorted out.,0,0,,,,,
2887,2887,Would you mind posting your solution as an answer so that other developers can reference it if they run into a similar problem?,d_12,4,,,,,
2888,2888,"When displayed, the menu link will use the defined path alias.",d_05,1,,,,,
2889,2889,Any reason why this isn't enough?,0,0,,,,,
2890,2890,"Also, what about duplicates?",0,0,,,,,
2891,2891,"It's not explicit, but it seems like you want to remove them?",d_12,4,,,,,
2892,2892,There is a very nice moving picture at <url> which illustrates the bisection method.,0,0,,,,,
2893,2893,Can we get it for our version?,d_17,6,,,,,
2894,2894,"Thanks for the <nowiki>{{For</nowiki> templates on Tkachyovs, they help a lot.",d_110,7,,,,,
2895,2895,Maybe in this case we should use the patronimics in the titles and have Alexander Tkachyov as a disambig?,d_17,6,,,,,
2896,2896,It does not appear to have attracted any participants other than Gerda.,0,0,,,,,
2897,2897,Perhaps adding a <person> template would draw in more participants?,d_12,4,,,,,
2898,2898,Hi @OZ_ - can you educate me as to why?,d_11,3,,,,,
2899,2899,Is there a better way to store images?,d_11,3,,,,,
2900,2900,Is there any further information you'll need for a proper answer to this?,d_11,3,,,,,
2901,2901,"@Max: Good point, although you misspelled my name.",0,0,,,,,
2902,2902,How do you know that 1UU0 is the only one that's impossible?,d_12,4,,,,,
2903,2903,"The benefit of a version of the sentence is that it helps clarify the differences between Lavoisier and Priestley; however, we need to be careful that we don't convey the wrong impression to the reader.",d_17,6,,,,,
2904,2904,How best to do this?,0,0,,,,,
2905,2905,Your question is phrased badly as it is both a double-negative and infers that we can read your mind.,d_17,6,,,,,
2906,2906,"What you meant to say, I think, is, ""Can you help me understand the meaning of this quote?""",d_110,7,,,,,
2907,2907,"Is the junk always the same, or is it different for each file?",d_11,3,,,,,
2908,2908,"Also, what format is the date in?",0,0,,,,,
2909,2909,"I'm really very sorry, but no, I '''didn't''' know, didn't get a message saying that was wrong.",0,0,,,,,
2910,2910,Where was it?,0,0,,,,,
2911,2911,Your title is a little ambiguous.,0,0,,,,,
2912,2912,"Are you asking ""how well does it work"" or ""how does it work""?",d_07,1,,,,,
2913,2913,Hmmm... it works!!,0,0,,,,,
2914,2914,Any reasonable explanation to why?,0,0,,,,,
2915,2915,?,0,0,,,,,
2916,2916,Does the word need to be composed of words of the dictionary only?,0,0,,,,,
2917,2917,"For example, what would be the result for *applepie* if *apple* is not in the dictionary?",d_12,4,,,,,
2918,2918,Since in essence the nesting in a lmer makes it a repeated measures design is there a way in which your question about the appropriate confidence interval around the effect size is related to the question in repeated-measures ANOVA about which measure of effect size to report?,d_11,3,,,,,
2919,2919,"Specifically, it is unclear whether the error term should include subject variance or not (etc)?",0,0,,,,,
2920,2920,"Well, welcome, and thanks for helping out, as you can see it's greatly needed.",d_110,7,,,,,
2921,2921,Do you have <url> yet?,d_12,4,,,,,
2922,2922,My stock Android keyboard works with text prediction.,0,0,,,,,
2923,2923,What's shown as the name in Settings -> Locale and text?,0,0,,,,,
2924,2924,On the mediation page you made a number of statements that I said I would like to discuss with you.,d_06,1,,,,,
2925,2925,Would you be willing to do that <url>?,d_12,4,,,,,
2926,2926,Many thanks for your correction on that article.,d_110,7,,,,,
2927,2927,"I've been meaning to expand the content, but this might be quicker to address in the short term: I think it may be better to change ""consisting of"" to ""composed of,"" based on reading some stuff from your user page - thoughts?",d_12,4,,,,,
2928,2928,Sorry I figured the random characters in the receiving end of the socket gave it away.,d_06,1,,,,,
2929,2929,Why is the system receiving 94/64/and 7's (ascii decimal converted from ascii characters) and how can i fix it?,d_11,3,,,,,
2930,2930,Do you want to check if it looks ok ?,d_12,4,,,,,
2931,2931,Do you want to check if the file exists ?,d_12,4,,,,,
2932,2932,"@High Performance Mark, as far as I understand the pseudo code describes a path searching algorithm... so I'm trying to write a program that finds a Hamiltonian Path using the logic of the ""DNA Algorithm.""",d_07,1,,,,,
2933,2933,Am I on the wrong *track* here?,0,0,,,,,
2934,2934,"Hi 72Dino, I was going over the talk page for vector when I re-read that you had found a tax document for '09 regarding discussion on Vector's contributions to the charity fund.",d_06,1,,,,,
2935,2935,Could you please provide a link for my personal review of that Document?,d_11,3,,,,,
2936,2936,Thanks for your advice on my problems with categories.,d_110,7,,,,,
2937,2937,Perhaps someone should change the instructions?,d_17,6,,,,,
2938,2938,"Nothing wrong in your code, but what does your xml look like ?",d_12,4,,,,,
2939,2939,And what do you call debug mode ?,d_12,4,,,,,
2940,2940,This should be a pretty straightforward adaptation of the existing algorithms you linked.,0,0,,,,,
2941,2941,Can you post what you have and we can help you along with hints?,d_17,6,,,,,
2942,2942,"`lte IE 8` means ""less than equal IE 8"" so this seems to work as designed.",d_07,1,,,,,
2943,2943,Can you clarify what the problem is?,d_11,3,,,,,
2944,2944,"@Mark, i.e.",0,0,,,,,
2945,2945,a perfect question for this StackExchange eh?,d_02,1,,,,,
2946,2946,"Hello Jeffq, I noticed you revert vandalism occasionally.",0,0,,,,,
2947,2947,Would you like me to grant your account <url> to help you revert vandalism more easily?,d_12,4,,,,,
2948,2948,"What happens when you run this under debugging, and what's your configuration?",0,0,,,,,
2949,2949,Can you show me the first part of the packages file it creates?,d_11,3,,,,,
2950,2950,Please rephrase your question with an example of the data and the code.,d_11,3,,,,,
2951,2951,Where is the datastructure you're trying to scan?,0,0,,,,,
2952,2952,"I was going to create the list of tallest buildings in Hartford, when I saw that it had been deleted three years ago by you.",0,0,,,,,
2953,2953,I don't understand the reason for deletion; can you clarify why?,d_11,3,,,,,
2954,2954,Interesting question.,0,0,,,,,
2955,2955,I wonder if there might be a difference between fresh and dried pasta?,d_12,4,,,,,
2956,2956,What exactly do you mean by platform ?,d_12,4,,,,,
2957,2957,"Are you looking for product you will run on servers, framework/library to incorporate into own web app or 3rd party service ?",0,0,,,,,
2958,2958,"I was just reminded of my offer to generate a list of uncategorised templates, when I happened across your bot request again.",0,0,,,,,
2959,2959,Are you still interested in such a thing?,0,0,,,,,
2960,2960,**Question:** Is `N` allowed to have an initial value that is also in `V` (i.e.,0,0,,,,,
2961,2961,a power of 3)?,0,0,,,,,
2962,2962,"When we go to the American Indian museum, they would like our real name ahead of time that way they can get us through security quickly.",d_17,6,,,,,
2963,2963,"Could you get yours to me by tomorrow, either via the page for the meetup, my talk page or an e-mail?",d_11,3,,,,,
2964,2964,What have you tried so far?,d_12,4,,,,,
2965,2965,Is this homework?,d_11,3,,,,,
2966,2966,Please clarify what you mean by 'sub-info'.,d_11,3,,,,,
2967,2967,Are you referring to the $info_results array?,0,0,,,,,
2968,2968,What does the label actually show?,d_11,3,,,,,
2969,2969,Are you sure you are setting the value *before* accesing it?,0,0,,,,,
2970,2970,Thanks.,d_110,7,,,,,
2971,2971,Can you use <url>?,d_11,3,,,,,
2972,2972,I guess you could have mis-typed the name of the textbox control.,d_12,4,,,,,
2973,2973,Is it TextBox1?,d_11,3,,,,,
2974,2974,:),0,0,,,,,
2975,2975,"Unfortunately, i do not know how to start.",0,0,,,,,
2976,2976,"Ok, I use fft, but what and how should I do next?",d_17,6,,,,,
2977,2977,Is it that the browser itself is taking a long time to load the page?,d_11,3,,,,,
2978,2978,Or is the dev server process itself just taking an abnormally long time to load?,0,0,,,,,
2979,2979,"After looking through a bunch of those, I think the lead should be formatted like this: a paragraph explaining who he is, a paragraph summarizing his life and career, and a paragraph summarizing why he is so great.",d_06,1,,,,,
2980,2980,What do you think?,d_12,4,,,,,
2981,2981,@Mikle - This question is too open-ended.,0,0,,,,,
2982,2982,"Can you please narrow it down, as per zenbike and Daniel's comments?",d_11,3,,,,,
2983,2983,Don't worry I understand.,0,0,,,,,
2984,2984,Using igloo I assume?,d_06,1,,,,,
2985,2985,Hello.,0,0,,,,,
2986,2986,Can you please pass the pilot whale article?,d_11,3,,,,,
2987,2987,How did you fix this.,d_12,4,,,,,
2988,2988,It doesn't seem that simply moving your views into separate modules would work?,d_12,4,,,,,
2989,2989,Do you still take photos in Jefferson Parish?,d_12,4,,,,,
2990,2990,"If so, would it be alright if I posted some photo requests of some parish high schools?",d_12,4,,,,,
2991,2991,"I am not familiar with the credit card / porn star identity incident you mentioned in AnonEMouse's RFA, but I would like to take a closer look at it.",0,0,,,,,
2992,2992,Could you provide some more direct diffs related to Mouse's involvment?,d_11,3,,,,,
2993,2993,"I am pretty sure I could, I looked at couple sites that are doing it.",d_12,4,,,,,
2994,2994,I just can't see the code cuz its PHP =P Must be some syntax or app setup on the facebook side perhaps?,d_14,5,,,,,
2995,2995,That sounds amazing!!,0,0,,,,,
2996,2996,Can I have the link?,d_11,3,,,,,
2997,2997,:D,0,0,,,,,
2998,2998,"I know that ""click here"" should be avoided, at least for semantics.",d_07,1,,,,,
2999,2999,"Can somebody please explain ""It ruins a perfectly good SEO opportunity""?",d_11,3,,,,,
3000,3000,Saw your edits on <url> - all good - but I have a question.,0,0,,,,,
3001,3001,"What does ""collapse <url>"" mean in your edit summary?",d_07,1,,,,,
3002,3002,"This page, which you recently edited on, is constantly getting vandalized by a rival school.",0,0,,,,,
3003,3003,Could you please put an edit lock on the page?,d_11,3,,,,,
3004,3004,Thanks.,d_110,7,,,,,
3005,3005,"And, what about the <url> about ""he drowned"" not being reflexive in Spanish?",d_07,1,,,,,
3006,3006,Yes I am planning to.,d_05,1,,,,,
3007,3007,Is that good?,0,0,,,,,
3008,3008,At what point in this process did you discover the MBP was unplugged?,d_12,4,,,,,
3009,3009,Is the problem continuing to happen after the MBP is fully recharged?,0,0,,,,,
3010,3010,"I do not know what you mean by ""important links"" as you mentioned on my talk page.",d_07,1,,,,,
3011,3011,Will you please clarify?,d_11,3,,,,,
3012,3012,Do you have a typo in equation (1)?,d_12,4,,,,,
3013,3013,Right now the second part of (1) involves the second derivative of theta with respect to theta...should one of those thetas be a y?,d_17,6,,,,,
3014,3014,"so the airport is in one feature class, and the destination in another feature class?",d_06,1,,,,,
3015,3015,You wish to join all airports to all destinations?,0,0,,,,,
3016,3016,"Hi Serith - sorry, my question was badly worded - I've amended it now.",0,0,,,,,
3017,3017,I am looking to delete bookmarks within folders in the bookmarks bar - any ideas?,0,0,,,,,
3018,3018,"BTW, I see you've left some comments at <url>.",0,0,,,,,
3019,3019,Would you be interested in signing on to the project?,d_12,4,,,,,
3020,3020,"Yes, I received the warning about asking a subjective Q but I got no responses on other Q&A sites like Yahoo so I thought I'd give it a shot.",d_17,6,,,,,
3021,3021,What's a CW?,0,0,,,,,
3022,3022,You say we are given a set **S**.,d_17,6,,,,,
3023,3023,"Can we modify its contents, while still providing an answer relative to the original **S**?",d_17,6,,,,,
3024,3024,Thanks very much indeed!,d_110,7,,,,,
3025,3025,":-) I don't suppose you'd fancy having a deadlink trawl over at <url>, would you?",d_13,5,,,,,
3026,3026,Can we see the function that creates the output?,d_17,6,,,,,
3027,3027,And the output itself?,0,0,,,,,
3028,3028,@Herbert: Still I think your answer is very confusing.,d_12,4,,,,,
3029,3029,"Can you please make it clearer that you're suggesting two completely different solutions, and indicate what is needed to make them work?",d_11,3,,,,,
3030,3030,@agent-j - i'm not seeing an error - the problem is that the Regex keeps returning the errorMessage for the above string and it doesn't make sense ?,0,0,,,,,
3031,3031,i.e.,0,0,,,,,
3032,3032,wanted someone to confirm it's not incorrect ?,0,0,,,,,
3033,3033,PS I am planning on starting an article on ''<url>'' (<url>).,0,0,,,,,
3034,3034,Maybe you'd like to help?,d_12,4,,,,,
3035,3035,"Thanks for your work in cleaning up <url> (which is now finished, but for a few hard cases which likely will require the writing of articles to conform to those links).",d_110,7,,,,,
3036,3036,Would you like to collaborate on another section of this list?,d_12,4,,,,,
3037,3037,Can you please show me how to do it with colorbox?,d_11,3,,,,,
3038,3038,"Just to clarify - your want to output the strings from the short text file, subtracting any strings from the short text file that are in the long text file?",0,0,,,,,
3039,3039,"Also, how large are each of these files, and what code have you written thus far?",d_12,4,,,,,
3040,3040,"wow, that's perfect.",d_02,1,,,,,
3041,3041,"any one have any suggested ""appliances"" that they like to use?",d_12,4,,,,,
3042,3042,Please discuss general principles on <url>.,d_11,3,,,,,
3043,3043,"Do you think there should be a controversies page, or do you think the controversies should be integrated into the mainline texts of the various Giuliani articles?",d_12,4,,,,,
3044,3044,I'm not sure that I understand the question.,d_11,3,,,,,
3045,3045,Can you please elaborate?,d_11,3,,,,,
3046,3046,I seem to have stuffed up creating 4 April 2009 very badly.,0,0,,,,,
3047,3047,Can you help?,d_11,3,,,,,
3048,3048,"If you're interested, I could provide you with Subversion (which is superior to CVS) for VandalProof.",d_12,4,,,,,
3049,3049,Interested?,0,0,,,,,
3050,3050,Shouldn't this be a community wiki?,0,0,,,,,
3051,3051,It doesn't have a clearly correct answer?,0,0,,,,,
3052,3052,The resulting table shouldn't have that primary key.,0,0,,,,,
3053,3053,What provider are you using?,0,0,,,,,
3054,3054,"Hi, congrats on your admin promotion, but in preparing the short note about it for ''The Signpost'', I'm puzzled as to ""the backlog"", which appeared in your RfA text.",d_07,1,,,,,
3055,3055,Is it a copyright backlog for images?,d_11,3,,,,,
3056,3056,"Nice, what did you set it to?",d_12,4,,,,,
3057,3057,greater or smaller?,0,0,,,,,
3058,3058,"@Dave: I'm also voting to close as a duplicate, and it is indeed annoying that, as a newcomer, you can't vote on questions yet - but this is done to prevent gaming the system.",0,0,,,,,
3059,3059,I solved the original question - but [it seems you did too](http://wordpress.stackexchange.com/questions/4782/overwriting-core-wordpress-functions-with-plugins)?,d_12,4,,,,,
3060,3060,If you view the image by itself in a new tab/window.,0,0,,,,,
3061,3061,What dimension does the image turn out to be?,0,0,,,,,
3062,3062,@PeterAllenWebb - can you define 'Not in the list'.,0,0,,,,,
3063,3063,"If I have {2, 3, 5} is the answer 1 or 4?",0,0,,,,,
3064,3064,Is 10 months sufficient time to relist a AFD?,0,0,,,,,
3065,3065,"Not too soon, correct?",0,0,,,,,
3066,3066,"Following your edit, it looks like your rescue is catching a SystemExit exception (raised when you call exit) rather than the TypeError from trying to join nil with a String.",0,0,,,,,
3067,3067,What's on multi.rb line 234?,0,0,,,,,
3068,3068,"Do you want a rating based on difficulty or one like the ESRP (blood, violence, sex) etc?",d_12,4,,,,,
3069,3069,Or Both?,0,0,,,,,
3070,3070,"I'm starting to feel that the problem arises with interactionPointData, since this method does not own it.",0,0,,,,,
3071,3071,"Since I am pointing to it with model, will releasing model cause havoc upstream?",0,0,,,,,
3072,3072,"I'll unblock you if you give me some confirmation you've understood this and you are prepared to discuss the article through the proper channels, calmly and politely.",0,0,,,,,
3073,3073,"So, cool down please, okay?",d_11,3,,,,,
3074,3074,What language/platform are you using for parsing?,0,0,,,,,
3075,3075,What library?,0,0,,,,,
3076,3076,Sorry if this is a stupid question.,d_06,1,,,,,
3077,3077,Is the output exactly `<%= debug @articles %>` or is the output actually a yaml formated object?,d_11,3,,,,,
3078,3078,What exactly fails?,d_11,3,,,,,
3079,3079,What error are you getting?,0,0,,,,,
3080,3080,It seems to work fine for me.,0,0,,,,,
3081,3081,"Can you check if there is any place that is doing a HtmlEncode() replacement on hlNonTerminal.Attributes[""onclick""]?",d_11,3,,,,,
3082,3082,Welcome to Stack Overflow!,0,0,,,,,
3083,3083,"Can you be a bit more specific about what you've tried before, what problems you've run into, and what we can help you with?",d_17,6,,,,,
3084,3084,"@Bob Murphy: Yeap, you see, *I'm sorry* is used waaay too often, and usually it doesn't mean that someone is sorry - it's just a protocol keyphrase.",d_16,6,,,,,
3085,3085,Do we need protocol keyphrases where real action and attitude is what's actualy needed?,d_17,6,,,,,
3086,3086,that's two votes for reopen.,0,0,,,,,
3087,3087,what more do you need ?,d_12,4,,,,,
3088,3088,!,0,0,,,,,
3089,3089,Ah... Hmm.,0,0,,,,,
3090,3090,Would it be possible to wrap it in Jython somehow to make it a Java applet using the code I wrote?,d_11,3,,,,,
3091,3091,"If an object is cv::Mat, I can perform any linear algebraic, image processing, ... operations.",0,0,,,,,
3092,3092,What can I not do with it?,d_11,3,,,,,
3093,3093,:-),0,0,,,,,
3094,3094,What programming environment is it being run in?,d_11,3,,,,,
3095,3095,Have you turned up the compiler optimization?,d_12,4,,,,,
3096,3096,You may need to enable your own setting to allow E-mail too; I'm not sure.,0,0,,,,,
3097,3097,"If so, maybe you can turn it on temporarily, so that you can send me one e-mail?",d_12,4,,,,,
3098,3098,Thanks for change to Hugh de Grandmesnil - I am (It is) very short of refs for that article.,d_110,7,,,,,
3099,3099,Could you suggest one for your addition?,d_11,3,,,,,
3100,3100,Thanks for your help with <url>.,d_110,7,,,,,
3101,3101,I've responded to your comments - could you please take a look and let me know if you are content now?,d_12,4,,,,,
3102,3102,"Do you mean the font size of a TTY, or of a terminal within X?",d_12,4,,,,,
3103,3103,"If the latter, which terminal emulator?",0,0,,,,,
3104,3104,Good point Dan.,0,0,,,,,
3105,3105,"instead of the OK/Cancel stuff, have you (user583126) considered a < noscript > solution?",0,0,,,,,
3106,3106,@cb Please note that some angles are not cyclic: the approach angle in the original question is a good example.,d_11,3,,,,,
3107,3107,"If you have a specific follow-up question, why not post it?",d_013,2,,,,,
3108,3108,@Zimbabao Cached MySQL is our front-runner at the moment.,0,0,,,,,
3109,3109,Has that worked well for you?,d_06,1,,,,,
3110,3110,Thinking up good names is sometimes very hard.,0,0,,,,,
3111,3111,Why don't you post two examples and solicit names?,d_013,2,,,,,
3112,3112,Depends on your OS.,0,0,,,,,
3113,3113,"Are you on Linux, Mac, Windows?",0,0,,,,,
3114,3114,"sorry, i'm not able to comprehend that?",d_06,1,,,,,
3115,3115,"Where is the ""add folder"" option in the places menu?",d_07,1,,,,,
3116,3116,thank you for that.,d_110,7,,,,,
3117,3117,Do you think it is possible it just is the limit screws?,d_17,6,,,,,
3118,3118,What have you tried?,d_12,4,,,,,
3119,3119,Can you post the code?,d_11,3,,,,,
3120,3120,"@Mr.TAMER, I personally would like to know the latter.",0,0,,,,,
3121,3121,Would you mind to post a link for that?,d_12,4,,,,,
3122,3122,"Hey MBK; well, I've got to be honest I wasn't expecting the events of last night - personally I thought the discussion was going reasonably well (not fabulously, but we were getting somewhere) and, whilst I agree that Mlm's actions weren't exactly advised, I must admit it does seem to be a relatively minor thing to retire over - was there something else going on here that made it the straw that broke his back?",d_17,6,,,,,
3123,3123,"Anyhow, I agree with you that he'll be greatly missed - I sent him a message on NSF but I doubt if I'll get any reply - what are your thoughts on the matter?",0,0,,,,,
3124,3124,"Sorry, which Documents?",d_06,1,,,,,
3125,3125,Is this some iPhone directory?,d_11,3,,,,,
3126,3126,What do you mean by MobileMail?,d_12,4,,,,,
3127,3127,The Mail app on the iPhone?,0,0,,,,,
3128,3128,Did you read the page linked to from that one?,d_12,4,,,,,
3129,3129,"If so, which/what part(s) didn't you understand?",d_07,1,,,,,
3130,3130,Interesting.,0,0,,,,,
3131,3131,Would you mind asking at which Sae Gae seminar on what date it was taken?,d_12,4,,,,,
3132,3132,Can you also show us parts of your XML file?,d_11,3,,,,,
3133,3133,Maybe what you are looking for are the **children** of <Images>?,d_12,4,,,,,
3134,3134,"A clarification: Do you want generalisations in the sense that feasible solutions are matchings, but your objective function is different from the usual max-weight matchings (something like the case of stable marriages)?",d_12,4,,,,,
3135,3135,Or generalisations in the sense that feasible solutions are also some kind of generalisations or relaxations of matchings (something like independent sets or fractional matchings)?,d_12,4,,,,,
3136,3136,"Just one more thing: The <url>' logo was re-made as a vector image a little while ago, but the colors (especially the skin), really seem to be off.",0,0,,,,,
3137,3137,Can you fix it?,d_11,3,,,,,
3138,3138,I know what KMP stands for but not BM.,0,0,,,,,
3139,3139,"Would you mind writing down what each of them stands for, in case others don't know?",d_12,4,,,,,
3140,3140,The Smalltalk one?,0,0,,,,,
3141,3141,The CLOS one?,0,0,,,,,
3142,3142,Thanks!,d_110,7,,,,,
3143,3143,How much batter do you use for each shell?,d_12,4,,,,,
3144,3144,"As an aside, do you do a lot of maintenance programming... on your own code?",d_12,4,,,,,
3145,3145,"How large, in LOC, are the projects you are working on?",0,0,,,,,
3146,3146,Works like a charm here using XE.,0,0,,,,,
3147,3147,Do you have specific steps?,d_12,4,,,,,
3148,3148,Those look really cool!,0,0,,,,,
3149,3149,Do you keep it at the same temperature as your eggs?,d_12,4,,,,,
3150,3150,I am willing to try to discover the problem.,0,0,,,,,
3151,3151,What browser do you use?,d_12,4,,,,,
3152,3152,Just make a Facebook account?,0,0,,,,,
3153,3153,"I thought other sites would just offer it if they can, you can't really force them can you?",d_12,4,,,,,
3154,3154,Not according to the history on <url>.,0,0,,,,,
3155,3155,"Can you give me a link to follow, please?",d_11,3,,,,,
3156,3156,"""glug glug glug"" sounds like no air behind water.",d_07,1,,,,,
3157,3157,Have you checked the vents on the roof?,d_12,4,,,,,
3158,3158,The image is a little difficult to read.,0,0,,,,,
3159,3159,Can you add just the source of that DIV html to your question?,d_11,3,,,,,
3160,3160,I'd be happy to help but I don't speak Ukrainian.,0,0,,,,,
3161,3161,What do you need help with?,d_12,4,,,,,
3162,3162,You are welcome.,0,0,,,,,
3163,3163,Do i correctly understand that you plan to use the <url> account as your primary account from now on?,0,0,,,,,
3164,3164,"@George, what's the key thing needed to make the widgets?",0,0,,,,,
3165,3165,And how do the wf_ functions work?,0,0,,,,,
3166,3166,"I take it you only have to have pieces at the corners of the square to win, and you can't move on a space where your opponent has already moved?",0,0,,,,,
3167,3167,"Does the square have to be aligned with the axes, or does a square tilted 45 degrees win the game?",0,0,,,,,
3168,3168,@DeLonge - The question looks pretty vague to me.,0,0,,,,,
3169,3169,Care to specify what you're after?,0,0,,,,,
3170,3170,"I actually know nothing about karate, but you look to be doing a good job with your work, and I'm just here to say sorry really that some of your articles got deleted.",d_11,3,,,,,
3171,3171,Which artiles got deleted?,0,0,,,,,
3172,3172,You would be changing the semantics of the underlying language if you could do that - not usually a good idea.,d_12,4,,,,,
3173,3173,Maybe you'd be happier with a completely different programming language that has semantics for int/float expressions which are more to your taste ?,d_12,4,,,,,
